nam,ten_truong,ma_goc,ten_nganh,diem_chuan,to_hop_mon,he_dao_tao,yeu_cau_phu,phan_hieu,doi_tuong,ma_nganh,ghi_chu,university_id
2024,Học viện Quân Y - Hệ Quân sự,7720110,Y học dự phòng (Nam - Miền Bắc),24.35,B00,dai_tra,khong,co_so_chinh,nam_mien_bac,7720110|21B00,,430
2022,Học viện Quân Y - Hệ Quân sự,7720110,Y học dự phòng (Nam - Miền Nam),24.2,B00,dai_tra,khong,co_so_chinh,nam_mien_nam,7720110|22B00,,430
2023,Học viện Quân Y - Hệ Quân sự,7720110,Y học dự phòng (Nam - Miền Nam),24.6,B00,dai_tra,khong,co_so_chinh,nam_mien_nam,7720110|22B00,,430
2024,Học viện Quân Y - Hệ Quân sự,7720110,Y học dự phòng (Nam - Miền Nam),24.12,B00,dai_tra,khong,co_so_chinh,nam_mien_nam,7720110|22B00,,430
2024,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nữ thí sinh phía Bắc,27.28,A00,dai_tra,khong,co_so_chinh,nu_mien_bac,7720201|11A00,,430
2025,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nữ thí sinh phía Bắc,28.37,A00,dai_tra,khong,co_so_chinh,nu_mien_bac,7720201|11A00,,430
2023,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nữ thí sinh phía Nam,25.43,A00,dai_tra,khong,co_so_chinh,nu,7720201|12A00,,430
2024,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nữ thí sinh phía Nam,26.26,A00,dai_tra,khong,co_so_chinh,nu,7720201|12A00,,430
2025,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nữ thí sinh phía Nam,28.12,A00,dai_tra,khong,co_so_chinh,nu,7720201|12A00,,430
2023,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nam thí sinh phía Bắc,23.19,A00,dai_tra,khong,co_so_chinh,nam_mien_bac,7720201|21A00,,430
2024,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nam thí sinh phía Bắc,25.19,A00,dai_tra,khong,co_so_chinh,nam_mien_bac,7720201|21A00,,430
2025,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nam thí sinh phía Bắc,25.41,A00,dai_tra,khong,co_so_chinh,nam_mien_bac,7720201|21A00,,430
2023,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nam thí sinh phía Nam,23.2,A00,dai_tra,khong,co_so_chinh,nam,7720201|22A00,,430
2024,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nam thí sinh phía Nam,24.56,A00,dai_tra,khong,co_so_chinh,nam,7720201|22A00,,430
2025,Học viện Quân Y - Hệ Quân sự,7720201,Dược học - Nam thí sinh phía Nam,24.81,A00,dai_tra,khong,co_so_chinh,nam,7720201|22A00,,430
2025,Đại học Y tế Công cộng,7460108,Khoa học dữ liệu (Data Science),19.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7460108,,431
2025,Đại học Y tế Công cộng,7460108,Khoa học dữ liệu (Data Science),19.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7460108,,431
2025,Đại học Y tế Công cộng,7460108,Khoa học dữ liệu (Data Science),19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7460108,,431
2025,Đại học Y tế Công cộng,7460108,Khoa học dữ liệu (Data Science),19.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7460108,,431
2025,Đại học Y tế Công cộng,7460108,Khoa học dữ liệu (Data Science),19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7460108,,431
2025,Đại học Y tế Công cộng,7460108,Khoa học dữ liệu (Data Science),19.0,X26,dai_tra,khong,co_so_chinh,toan_quoc,7460108,,431
2022,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,17.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2022,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,17.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2022,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,17.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2022,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,17.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2023,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.45,A00,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2023,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.45,A01,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2023,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.45,B00,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2023,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.45,D01,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2024,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.1,A00,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2024,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.1,A01,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2024,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2024,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,16.1,D01,dai_tra,khong,co_so_chinh,toan_quoc,7480109,,431
2020,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,14.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2020,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,14.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2020,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,14.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2020,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,14.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2021,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2021,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2021,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2021,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2022,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2022,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2022,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2022,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,15.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2023,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,16.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2023,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,16.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2023,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,16.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2023,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,16.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7510406,,431
2018,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,Xét tuyển dựa vào kết quả học tập ở cấp THPT,431
2018,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720401,Xét tuyển dựa vào kết quả học tập ở cấp THPT,431
2018,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,Xét tuyển dựa vào kết quả học tập ở cấp THPT,431
2019,Đại học Y tế Công cộng,7720401,Dinh dưỡng,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2019,Đại học Y tế Công cộng,7720401,Dinh dưỡng,18.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2019,Đại học Y tế Công cộng,7720401,Dinh dưỡng,18.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2020,Đại học Y tế Công cộng,7720401,Dinh dưỡng,15.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2020,Đại học Y tế Công cộng,7720401,Dinh dưỡng,15.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2020,Đại học Y tế Công cộng,7720401,Dinh dưỡng,15.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2020,Đại học Y tế Công cộng,7720401,Dinh dưỡng,15.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2021,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2021,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2021,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2021,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2022,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2022,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2022,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2022,Đại học Y tế Công cộng,7720401,Dinh dưỡng,16.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2023,Đại học Y tế Công cộng,7720401,Dinh dưỡng,19.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2023,Đại học Y tế Công cộng,7720401,Dinh dưỡng,19.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2023,Đại học Y tế Công cộng,7720401,Dinh dưỡng,19.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2023,Đại học Y tế Công cộng,7720401,Dinh dưỡng,19.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2024,Đại học Y tế Công cộng,7720401,Dinh dưỡng,20.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2024,Đại học Y tế Công cộng,7720401,Dinh dưỡng,20.4,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2024,Đại học Y tế Công cộng,7720401,Dinh dưỡng,20.4,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2025,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2025,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.1,B03,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2025,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.1,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2025,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.1,C02,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2025,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.1,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2025,Đại học Y tế Công cộng,7720401,Dinh dưỡng,22.1,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720401,,431
2018,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,17.7,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,Xét tuyển dựa vào kết quả thi THPT quốc gia; Điểm trung bình môn toán >= 6.2 00099,431
2018,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,17.7,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720601,Xét tuyển dựa vào kết quả thi THPT quốc gia; Điểm trung bình môn toán >= 6.2 00099,431
2018,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,17.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,Xét tuyển dựa vào kết quả thi THPT quốc gia; Điểm trung bình môn toán >= 6.2 00099,431
2019,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2019,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.5,A02,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2019,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2020,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,19.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2020,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2020,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,19.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2020,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2021,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,22.5,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2021,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,22.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2021,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,22.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2021,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,22.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2022,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.5,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2022,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2022,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2022,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2023,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2023,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2023,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2023,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2024,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.15,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2024,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2024,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.15,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2024,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,20.15,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2025,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.3,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2025,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.3,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2025,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.3,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2025,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.3,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2025,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.3,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2025,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,18.3,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,431
2020,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,19.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2020,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,19.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2020,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2020,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,19.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2021,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.75,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2021,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.75,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2021,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2021,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.75,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2022,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2022,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.5,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2022,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2022,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2023,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.8,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2023,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.8,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2023,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2023,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,21.8,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2024,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.95,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2024,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.95,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2024,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.95,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2024,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,22.95,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2025,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,20.25,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2025,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,20.25,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2025,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,20.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2025,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,20.25,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2025,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,20.25,C01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2025,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,20.25,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720603,,431
2018,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,Xét tuyển dựa vào kết quả thi THPT quốc gia,431
2018,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,Xét tuyển dựa vào kết quả thi THPT quốc gia,431
2018,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,Xét tuyển dựa vào kết quả thi THPT quốc gia,431
2018,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,Xét tuyển dựa vào kết quả thi THPT quốc gia,431
2019,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2019,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2019,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2019,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.5,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2020,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2020,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.5,B05,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2020,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2020,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.5,D13,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2021,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2021,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2021,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2021,Đại học Y tế Công cộng,7720701,Y tế công cộng,15.0,D13,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2022,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2022,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2022,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2022,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.0,D13,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2023,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2023,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.15,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2023,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.15,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2023,Đại học Y tế Công cộng,7720701,Y tế công cộng,16.15,D13,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2024,Đại học Y tế Công cộng,7720701,Y tế công cộng,17.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2024,Đại học Y tế Công cộng,7720701,Y tế công cộng,17.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2024,Đại học Y tế Công cộng,7720701,Y tế công cộng,17.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2024,Đại học Y tế Công cộng,7720701,Y tế công cộng,17.5,D13,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2025,Đại học Y tế Công cộng,7720701,Y tế công cộng,20.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2025,Đại học Y tế Công cộng,7720701,Y tế công cộng,20.5,B03,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2025,Đại học Y tế Công cộng,7720701,Y tế công cộng,20.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2025,Đại học Y tế Công cộng,7720701,Y tế công cộng,20.5,C02,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2025,Đại học Y tế Công cộng,7720701,Y tế công cộng,20.5,D01,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2025,Đại học Y tế Công cộng,7720701,Y tế công cộng,20.5,D13,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,431
2018,Đại học Y tế Công cộng,7760101,Công tác xã hội,17.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7760101,Xét tuyển dựa vào kết quả học tập ở cấp THPT,431
2018,Đại học Y tế Công cộng,7760101,Công tác xã hội,17.0,C03,dai_tra,khong,co_so_chinh,toan_quoc,7760101,Xét tuyển dựa vào kết quả học tập ở cấp THPT,431
2018,Đại học Y tế Công cộng,7760101,Công tác xã hội,17.0,C04,dai_tra,khong,co_so_chinh,toan_quoc,7760101,Xét tuyển dựa vào kết quả học tập ở cấp THPT,431
2018,Đại học Y tế Công cộng,7760101,Công tác xã hội,17.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7760101,Xét tuyển dựa vào kết quả học tập ở cấp THPT,431
2019,Đại học Y tế Công cộng,7760101,Công tác xã hội,15.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7760101,,431
2019,Đại học Y tế Công cộng,7760101,Công tác xã hội,15.0,C03,dai_tra,khong,co_so_chinh,toan_quoc,7760101,,431
2019,Đại học Y tế Công cộng,7760101,Công tác xã hội,15.0,C04,dai_tra,khong,co_so_chinh,toan_quoc,7760101,,431
2019,Đại học Y tế Công cộng,7760101,Công tác xã hội,15.0,D01,dai_tra,khong,co_so_chinh,toan_quoc,7760101,,431
2020,Đại học Y tế Công cộng,7760101,Công tác xã hội,14.0,C00,dai_tra,khong,co_so_chinh,toan_quoc,7760101,,431
